operation,mean_ms,std_ms
T_mul_Zq,74.81490000000007,5.154145116796735
T_ntt_Rq,5.683940000000032,0.6724804257374402
T_sample,0.7595799999998931,0.13620538535609472
T_hash,0.010079999999934586,0.00016431676718533055
T_PRF,0.00156000000020029,8.944271912738892e-05
T_part,0.015179999999848093,0.00010954451148391344
T_proxy,4.402399999999851,0.4990035871615766
T_rev,0.023159999999933234,0.0005272570530463508
T_cmp,0.01257999999992876,0.00010954451144337382
